OCID,CONTRACT_TITLE,CONTRACT_TYPE,PROCUREMENT_METHOD,BUYER_NAME,SUPPLIER_NAMES,CONTRACT_START_DATE,CONTRACT_END_DATE,CONTRACT_AMOUNT,CONTRACT_CURRENCY,CONTRACT_LINK
001-GADPZCH-2020-00015,"EL CONTRATISTA SE OBLIGA CON EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE, A ENTREGAR 1.700 KITS DE ALIMENTOS Y 1.700 KITS DE HIGIENE FAMILIAR, PARA EL SECTOR VULNERABLE DE LA PROVINCIA DE ZAMORA CHINCHIPE, POR EL AISLAMIENTO DOMICILIARIO, DADA LA EMERGENCIA SANITARIA VER ANEX",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GUERRA GORDILLO MILTON SAADIN,28/05/2020,2/06/2020,"$36.308,60",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=g4XDums0MzCTvGagIVmyBC-5sff3BpgAmsZtfsXQhB0,&idSoliCompra=IcpPHS-HmEyGjq6MRpIQefMocyNlt7WwffO9NLUc914,"
013-A-GADM-Y-2020-00002,ADQUISICIÓN DE 2000 KITS ALIMENTICIOS PARA FAMILIAS DE ESCASOS RECURSOS ECONÓMICOS DEL CANTÓN YANTZAZA AFECTADOS POR LA CUARENTENA DEL VIRUS COVID-19,ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE YANTZAZA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE YANTZAZA,CELI MEDINA ALEXANDRA MARISOL,15/04/2020,20/04/2020,"$29.527,80",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=NMDLAkkMX0Dii7JL6eqrMQgF0cJsHS_mhqXFecXdAos,&idSoliCompra=zEwgmoTAlkrCZa50q1NkPf6_f5L15zMogYorqGemDW0,"
001-GADPZCH-2020-00009,"LA CONTRATISTA  SE OBLIGA  CON EL GOBIERNO  AUTÓNOMO  DESCENTRALIZADO  PROVINCIAL DE ZAMORA CHINCHIPE, ENTREGAR  900KITS DE ALIMENTOS Y 900KITS DE HIGIENE FAMILIAR, PARA EL SECTOR VULNERABLE DE LA PROVINCIA, DADA  LA  EMERGENCIA SANITARIA EN LA PROVINCIA DE ZAMORA CHINCHIPE",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,JIMENEZ MACAS MARIBEL XIMENA,29/04/2020,4/05/2020,"$22.909,68",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=5vUlE16V6lY66fpPUDAxCYTE-ls_itm0OIvMHbB_MRw,&idSoliCompra=IGkpFvsc4rAweVcANLQgECFRyB3JcQX0ztBzQsN5Uw4,"
001-GADPZCH-2020-00012,"ADQUISICIÓN DE 700 KITS DE ALIMENTOS Y 700 KITS DE HIGIENE FAMILIAR  PARA EL SECTOR VULNERABLE   DE LA PROVINCIA DE ZAMORA CHINCHIPE , DERIVADA DE LA SITUACIÓN  QUE ESTA OCURRIENDO A ESCALA NACIONAL Y MUNDIAL POR LA PANDEMIA  DEL VIRUS COVID 19",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,SUPERMERCADO DICAVI CIA. LTDA.,30/04/2020,5/05/2020,"$17.818,64",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=d5QtFeLp0UKPhMZHl-DrAcSk9ULHM9KBv7O-hE12MPg,&idSoliCompra=2zTy2f13ciIddXHZdNt5JSBpc14zWL2fp2lt8Kxs2RU,"
001-GADPZCH-2020-00006,"LA CONTRATISTA  SE OBLIGA  CON EL GOBIERNO  AUTÓNOMO  DESCENTRALIZADO  PROVINCIAL DE ZAMORA CHINCHIPE, ENTREGAR  800KITS DE ALIMENTOS Y 400 KITS DE HIGIENE FAMILIAR, PARA EL SECTOR VULNERABLE DE LA PROVINCIA, DADA  LA  EMERGENCIA SANITARIA EN LA PROVINCIA DE ZAMORA CHINCHIPE",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,SALINAS TORRES MERCY MARIA,10/04/2020,15/05/2020,"$17.694,08",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=-K8pfYN_tzfafzpJwHncFI-CoO7w6eWvmbnp-0Wy8D8,&idSoliCompra=Yg51TlPHBlUAVEEbN016bzRv3qa9MnTHC-vTWunLaEA,"
051-GADCCC2020-00008,CONTRATO DE ADQUISICION DE KITS ALIMENTICIO PARA FAMILIAS DE ESCASOS RECURSOS ECONOMICOS DEL CANTON CENTINELA DEL CONDOR DEBIDO A LA EMERGENCIA SANITARIA POR EL COVID 19,ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CENTINELA DEL CONDOR,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CENTINELA DEL CONDOR,GINA ELIZABETHG VIVANCO AGUILAR,22/04/2020,24/04/2020,"$16.490,22",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=utICLrnkeqDQGymXpdA2NQTDB6va6NqT95vbA_sjCvM,&idSoliCompra=oIzua83o1A3mFuI5S3-GmQr8P3MUzxU3C9pxw37vDfU,"
039-A-GADMCY2020-00001,ADQUISICIÓN DE KITS DE ALIMENTOS PARA FAMILIAS DE ESCASOS RECURSOS ECONÓMICOS DEL CANTÓN YACUAMBI AFECTADOS POR EL AISLAMIENTO A CAUSA DEL CORONAVIRUS CIVID-19,ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON YACUAMBI,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON YACUAMBI,TORRES QUIZHPE LIZANDRO JOVANNY,31/03/2020,3/04/2020,"$16.400,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=6vyLPmAwcN3sSsH6k-Zc9xfbDwTXOoRkw1qXkQElty4,&idSoliCompra=daAjfHlL991_IUHcW8Npan0-OvRHjBQKI-m4cN05JBI,"
001-A-GADMP-2020-00005,"  ADQUISICION DE KITS ALIMENTARIOS A  LAS PERSONAS ADULTOS MAYORES, PERSONAS CON DISCAPACIDAD, Y VULNERABLES DEL CANTON PAQUISHA,DEBIDO A LA AMERGENCIA SANITARIA NACIONAL POR LA PANDEMIA DEL COVID -19 ",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PAQUISHA,TORRES GODOY ELVIA EDITH,22/05/2020,28/05/2020,"$16.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Ktdm_a7mxu38bkROFevW08PU7YA0vEKsYSwZId_6pWg,&idSoliCompra=veWQ6fdBecWuGRaslSI_wQHgq71iTFAB4nTcN14-OtA,"
001-GADPZCH-2020-00002,"EL CONTRATISTA SE OBLIGA CON EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE, A ENTREGAR 600 KITS DE ALIMENTOS Y DE HIGIENE  PERSONAL , PARA EL SECTOR VULNERABLE DE LA PROVINCIA DE ZAMORA CHINCHIPE  , DERIVADA A SU VEZ DE LA SITUACIÓN QUE ESTA OCURRIENDO A ESCALA NACIONAL",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GORDILLO CORDOVA TERESA DE JESUS,3/04/2020,8/04/2020,"$15.273,12",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=CrJqSw2nyAVtrB4kPNGCObMrPxFkIQix0VAeGGKbt8s,&idSoliCompra=94ASvZ-oSqjnsZxnowVynGF5kDXNN55s4LnNNVp2mfc,"
GADPG-028-2020-00001,ADQUISISCION DE 750 KITS ALIMENTICIOS PARA PODER CONTRARRESTAR LA CRISIS ALIMENTICIA GENERADA POR LA PANDEMIA DEL NUEVO COVID 19,ZAMORA CHINCHIPE,GOBIERNO PARROQUIAL DE GUADALUPE,GOBIERNO PARROQUIAL DE GUADALUPE,VILLA GUAMAN BAIRON DANILO,10/06/2020,17/06/2020,"$15.000,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=rldhWs_gm5wR5OL8CQjiykBpRhWO3HaB19G6yKIQe60,&idSoliCompra=MaZZZr_eiRsSxvXY1chRVc0LXPg1WMJ-wSGpSb35NUg,"
001-GADPZCH-2020-00013,"LA CONTRATISTA SE OBLIGA CON EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE , A ENTREGAR 500 KITS DE EQUIPOS QUIRURGICOS CON TELA ANTIFLUIDO  GORRO, MASCARILLA, BATA CON MANGA, PANTALÓN Y CUBRE ZAPATOS, PARA LOS FUNCIONARIOS/AS DE LA INSTITUCIÓN Y COMUNIDAD EN GENERAL VER ANEXO",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,ROSILLO UGUÑA MAYRA ALEXANDRA,30/04/2020,25/05/2020,"$14.901,60",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=LKjFTKM3-5G9v2usvi_LvIBU-D3cECOXOysF6Uf-eo4,&idSoliCompra=uq1H_cewE-Qc85_HU8lFeyKXJNwUxA2ZLCEwjzzVWKc,"
GADPRLE-002-2010-00002,"ADQUISICIÓN DE 560 KITS DE ALIMENTOS PARA CUMPLIR CON EL PROYECTO ?MEDIDAS DE PREVENCIÓN, CONTROL Y PROTECCIÓN DE LOS CIUDADANOS DE LA PARROQUIA LOS ENCUENTROS EN CONTRA DE LA PANDEMIA POR COVID-19, CANTÓN YANTZAZA, PROVINCIA DE ZAMORA CHINCHIPE?",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LOS ENCUENTROS,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL RURAL LOS ENCUENTROS,ASOCIACION DE CONSUMO DE BIENES Y PRODUCTOS MINA DORADA  ASOMIDORADA,23/04/2020,25/04/2020,"$14.420,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=JXGnMzVxj1qJFBUMxUgJ04qRA5pRPMm2Tl-vRy29FTQ,&idSoliCompra=Bj4vMt8HSmk6n8qEVW9sATjdpnP83yxn3YcwOam2H84,"
GADMZ-ACZ-056A-2020-00006,ADQUISICIÓN DE LOS INSUMOS MÉDICOS PARA ATENDER LAS MÚLTIPLES NECESIDADES EN ESTE ESTADO DE EMERGENCIA POR EL COVID-19 EN EL CANTÓN ZAMORA,ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZAMORA,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE ZAMORA,MENDOZA LEON DIEGO FERNANDO,10/06/2020,13/06/2020,"$13.799,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=Ewxs06oXqEqB4uS8ejQgODltmVOD5wfrIApKqUQQgtw,&idSoliCompra=UiFmGXJ9_OaMc9FKg_qRmurgSUBmOEIxHP8hH1708B8,"
0001-AGADMP-00002,"SERVICIO DE ALIMENTACIÓN PARA EL PERSONAL QUE PRESTA EL SERVICIO EN EL CONTROL DE LOS SITIOS Y FUMIGACION COVID-19 SECTOR CHUCHUMBLETZA POR EMERGENCIA SANITARIA DEL CANTON EL PANGUI, PROVINCIA DE ZAMORA CHINCHIPE",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL PANGUI,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE EL PANGUI,SANCHEZ RODRIGUEZ MIGUEL ANTONIO,18/03/2020,18/05/2020,"$13.668,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=WzVcfDeVXBA5IrbJoMyzR8iyB_L60EsjUmRz5pcw6Ig,&idSoliCompra=CkccwUDtdd6_LpEaAOOi7YcjId05YRhB3FtXboHI7Ko,"
001-GADPZCH-2020-00011,"LA CONTRATISTA  SE OBLIGA  CON EL GOBIERNO  AUTÓNOMO  DESCENTRALIZADO  PROVINCIAL DE ZAMORA CHINCHIPE, A ENTREGAR  INSUMOS SANITARIOS PARA REDUCIR EL CONTAGIO DEL COVI19,   300 TRAJES DESECHABLES , 5000 MASCARILLAS DESECHABLES, 200CAJAS DE GUANTES DE NITRILO Y 150 GAFAS CLARAS",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,ARMIJOS BERRU MARICELA PATRICIA,3/04/2020,8/04/2020,"$13.093,36",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=BY1PEnk8JhEBPOABSTXRAu9K7Ztip8llvoP5PdDpk_U,&idSoliCompra=5Jbp4pQeRFSf1YHXnZy03iM0Naekqq06I-aqWo0UrQk,"
HGJD-2020-0031-RA-00006,ADQUISICIÓN DE PRENDAS DE PROTECCIÓN PARA LA ATENCIÓN DE PACIENTES CON SINTOMATOLOGÍA RESPIRATORIA Y SOSPECHA DE COVID-19 PARA EL HOSPITAL GENERAL JULIUS DOEPFNER,ZAMORA CHINCHIPE,HOSPITAL GENERAL JULIUS DOEPFNER,HOSPITAL GENERAL JULIUS DOEPFNER,PROMOSTOCK S.A,30/03/2020,6/04/2020,"$12.478,60",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=EU15oz7l27V43ulvGUjvFdG21bFMU-0584GvqmeStPg,&idSoliCompra=1PZ-vwLVDlUYVXKNCuGPmrFhNb48SOXm86Vyo9enprs,"
051-GADCCC2020-00009,"ADQUISICION DE MASCARILLAS AIR FRESH, TAPABOCAS, GAFAS TRANSPARENTES, OVEROLES DE LIMPIEZA, TRAJES DE BIOSEGURIDAD, PARA EL USO DEL PERSONAL QUE REALIZA LA FUMIGACION, RECOLECCION DE BASURA Y TRABAJADORES DE LA INSTITUCION",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CENTINELA DEL CONDOR,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON CENTINELA DEL CONDOR,CAÑAR ROJAS MANUEL OSWALDO,6/05/2020,8/05/2020,"$12.119,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=fx1HV84cJl-OFychpYAQMGtzLGm884djeiFHm51Xujk,&idSoliCompra=eZ3jSLAwPKBFA0htkIlxxvjOH7SNHwjcmGz_HuWfA-4,"
Resolucion-14-00004,ADQUISICIÓN DE PRENDAS DE PROTECCIÓN PARA ATENCIÓN DE PACIENTES CON CASOS SOSPECHOSOS DEL VIRUS COVID-19 QUE ACUDEN A LOS ESTABLECIMIENTOS DE SALUD DEL DISTRITO 19D04,ZAMORA CHINCHIPE,DIRECCION DISTRITAL 19D04-EL PANGUI-YANTZAZA-SALUD,DIRECCION DISTRITAL 19D04-EL PANGUI-YANTZAZA-SALUD,GRANDA VELASQUEZ JOAO FRANCESCO,24/03/2020,28/03/2020,"$10.700,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=2s1XRo92ngf4v2YrsHL9uwg0G8fmNjOS8aBEn8uJsrs,&idSoliCompra=805UOJnwJ75JMARmQoYAyMjmpD4yJLwh_y90WEM9MqI,"
Resolucion-14-00005,?NC. ADQUISICIÓN DE DISPOSITIVOS MEDICOS PARA ATENCIÓN DEPACIENTES CON SINTOMATOLOGÍA RESPIRATORIA Y SOSPECHA DE COVID-19 EN EL DISTRITO 19D04?,ZAMORA CHINCHIPE,DIRECCION DISTRITAL 19D04-EL PANGUI-YANTZAZA-SALUD,DIRECCION DISTRITAL 19D04-EL PANGUI-YANTZAZA-SALUD,GRANDA VELASQUEZ JOAO FRANCESCO,29/03/2020,31/03/2020,"$10.400,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=ECaOR0u_7gQveGUnf6TAUzej_2DUFKJFjhGtCbNJm2c,&idSoliCompra=2ddYheMKMatwP4Ox9VOsjtZhlDtgtHTmPc9BMOUwM5Y,"
001-GADPZCH-2020-00001,"EL  CONTRATISTA SE  OBLIGA  CON EL GOBIERNO AUTÓNOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,  A ENTREGAR  400 KITS DE ALIMENTOS Y DE HIGIENE ,PARA EL SECTOR VULNERABLE  DE L APROVINCIA,DADA LA EMERGENCIA SANITARIA DECLARADA  EN LA PROVINCIA DE ZAMORA CHINCHIPE, ..",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,VILLA GUAMAN BAIRON DANILO,3/04/2020,8/04/2020,"$10.182,08",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=pcGCCDob5UhwTKEC8BjF6VX6yKTd-FkrAQ_frEWtt0Y,&idSoliCompra=4Glz9b-XC38Nl_QH-b4xvqqtA-aWWx78u9QBw52lG8A,"
001-GADPZCH-2020-00003,"LA CONTRATISTA SE OBLIGA  CON EL GOBIERNO AUTONOMO DESECENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE, A ENTREGAR 400 KITS DE ALIMENTOS Y 400 DE HIGIENE PERSONAL , PARA EL SECTOR VULNERABLE DE LA PROVINCIA DE ZAMORA CHINCHIPE DERIVADA A SU VEZ DE LA SITUACIÓN QUE ESTA OCURRIENDO A ESCALA NACIONAL..",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,VICENTE CHIMBO FANNY EUFEMIA,10/04/2020,15/04/2020,"$10.182,08",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=kNEwIdh_91v6eKPDnCOIU9bWnrkYfA5nFvu4CUbNN_I,&idSoliCompra=WNQZBXEKjiO2xh1hxcggqjkBQAi1UWhYQ2cmhgqbK-g,"
001-GADPZCH-2020-00004,"LA CONTRATISTA  SE OBLIGA  CON EL GOBIERNO  AUTÓNOMO  DESCENTRALIZADO  PROVINCIAL DE ZAMORA CHINCHIPE, ENTREGAR  400KITS DE ALIMENTOS Y 400 KITS DE HIGIENE FAMILIAR, PARA EL SECTOR VULNERABLE DE LA PROVINCIA, DADA  LA  EMERGENCIA SANITARIA EN LA PROVINCIA DE ZAMORA CHINCHIPE",ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,GOBIERNO AUTONOMO DESCENTRALIZADO PROVINCIAL DE ZAMORA CHINCHIPE,ENCARNACION BRAVO ENMA LIDUBINA,10/04/2020,15/04/2020,"$10.182,08",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=FBPqaDroMP7xqi5GMwdkwD-7_A4OZqqZDbYuCDs7kR0,&idSoliCompra=AcqdQH5u0cY35CK9lyeP8gAtVRhaksG2geGonWeCDdA,"
024-DE-ANT-2020-00002,"ADQUISICIÓN DE BOMBAS FUMIGADORAS, PANTALLAS DE PROTECCIÓN MÓVILES PARA ESCRITORIOS,  PROTECTORES FACIALES PARA FUNCIONARIOS, ARTEFACTOS DE LIMIPIEZA E INSUMOS DE HIGIENE, LIMPIEZA Y DESINFECCIÓN PARA LA INFRAESTRUCTURA, Y PARQUE AUTOMOTOR DE LA AGENCIA NACIONAL DE TRÁNSITO A NIVEL NACIONAL",PICHINCHA,"AGENCIA NACIONAL DE REGULACIÓN Y CONTROL DEL TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL","AGENCIA NACIONAL DE REGULACIÓN Y CONTROL DEL TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL",IMPORFACTORY CIA. LTDA.,3/06/2020,18/06/2020,"$110.947,60",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=VJZNnDobotC9rFZzt_Na1MZIx5tcOOJkWgLQbcYHf5w,&idSoliCompra=hdWgsDQEdoy9b95LlinydNINCZGNnuTlbTU2UY9h970,"
024-DE-ANT-2020-00004,"ADQUISICIÓN DE BOMBAS FUMIGADORAS, PANTALLAS DE PROTECCIÓN MÓVILES PARA ESCRITORIOS,  PROTECTORES FACIALES PARA FUNCIONARIOS, ARTEFACTOS DE LIMIPIEZA E INSUMOS DE HIGIENE, LIMPIEZA Y DESINFECCIÓN PARA LA INFRAESTRUCTURA, Y PARQUE AUTOMOTOR DE LA AGENCIA NACIONAL DE TRÁNSITO A NIVEL NACIONAL",PICHINCHA,"AGENCIA NACIONAL DE REGULACIÓN Y CONTROL DEL TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL","AGENCIA NACIONAL DE REGULACIÓN Y CONTROL DEL TRANSPORTE TERRESTRE, TRÁNSITO Y SEGURIDAD VIAL",VIASSEN C.A.,5/06/2020,20/06/2020,"$15.500,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=PAxSiNok2cBtksDeEm8QzIe2FRNT7hGea2BLmejRN3M,&idSoliCompra=J8beWVmAQTjVoPHJbLm5qCHAzHwlXJcHwHhz2H5DCsU,"
0033-DE-LB-AME-2020-00001,ADQUISICIÓN DE MASCARILLAS ORIENTADAS A COMBATIR Y MITIGAR LOS EFECTOS NEGATIVOS DERIVADOS DE LA PANDEMIA COVID-19,PICHINCHA,ASOCIACION DE MUNICIPALIDADES ECUATORIANAS,ASOCIACION DE MUNICIPALIDADES ECUATORIANAS,TOLEDO GUEVARA RAUL SANTIAGO,13/05/2020,15/05/2020,"$249.597,50",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=XY4r5QHCfnmnRXo7F6w05gm895ZDwrXJubWSqqIONkA,&idSoliCompra=BSM_HmAwjGS3QjU5dSaFHhGMoHJjFWjN9pykKxOnvx8,"
BANECUADOR-2020-0046-00015,PRESTACIÓN DEL SERVICIO DE DESINFECCIÓN Y SANITIZACIÓN DE OFICINAS PARA PREVENCIÓN ANTE EL CONTAGIO DEL CORONAVIRUS COVID-19 DE LA ZONAL5 DE BANECUADOR B.P.,PICHINCHA,BANECUADOR B.P.,BANECUADOR B.P.,SAVIMACOLL S.A.,6/04/2020,6/05/2020,"$38.803,63",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=WY6hTGhv_lp0K6fWP6n3EeNKcjS6hvc96uR5dMhoz-8,&idSoliCompra=MzZWIlWeSNUaBDGC0T-BXMGynOBqX3rH70dG324YJjk,"
IESS-DG-AL-2020-32HC-00001,"ADQUISICIÓN DE MASCARILLA N95- EMERGENCIA COVID-19, PARA EL C.C.Q.A.HD. COTOCOLLAO",PICHINCHA,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,EMPRESA UNIVERSITARIA DE SALUD EP EUS-EP,12/05/2020,19/05/2020,"$15.984,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=rAfCY5biw3qQABX0H_vWe4BcN161prKvvCz_SeJGtWg,&idSoliCompra=-sFMf1IRCB4MqKMy9vAdVYb-oj0sw1JPB-auW3rs3KM,"
IESS-DG-AL-2020-32HC-00002,"ADQUISICIÓN DE DISPOSITIVOS MÉDICOS DESCARTABLES-EMERGENCIA COVID 19, PARA EL C.C.Q.A. HD. COTOCOLLAO BATAS",PICHINCHA,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,LOZA MOSCOSO EDUARDO JAVIER,18/05/2020,23/05/2020,"$11.580,03",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=i5nmfP04GIe0CQkCiIURn7tUn3LMwT2oQvCYVyK4REk,&idSoliCompra=ir156r1hzKNubNA75AbImZqCAlba5Gdo36_XPQt4yeI,"
IESS-DG-AL-2020-32HC-00007,"ADQUISICIÓN DE DISPOSITIVOS MÉDICOS  DESCARTABLES - EMERGENCIA COVID 19, PARA EL C.C.Q.A.HD. COTOCOLLAO MASCARILLAS QUIRÚRGICAS",PICHINCHA,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,CENTRO CLINICO QUIRURGICO AMBULATORIO HOSPITAL DEL DIA COTOCOLLAO,ANDRADE PAULA SANTIAGO ALEJANDRO,2/06/2020,7/06/2020,"$11.374,00",US DOLLAR,"https://www.compraspublicas.gob.ec/ProcesoContratacion/compras/EE/frmResumenResolucion.cpe?idRes=fSFqi346Zg7PuuxbwQs0-cu_6ec4Tegib--pYfO5veg,&idSoliCompra=6j6N7zHi8n4_9K6jfr1tBDiNietwZx3d1NwmX4k0ckM,"
